head,relation,tail,scenario,source,evidence,confidence,weight,review_status,feedback_count,accepted_count,rejected_count
CutOuterInsulationDefect,HAS_PLAUSIBLE_CAUSE,MechanicalContact,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'CutOuterInsulation' is mapped to Mechanical contact as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
CutOuterInsulationDefect,OCCURS_ON,EdgeLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'CutOuterInsulation' cases are represented at 'edge' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
DamagedCaseDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'DamagedCase' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
DamagedCaseDefect,HAS_PLAUSIBLE_CAUSE,ComponentDamage,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'DamagedCase' is mapped to Component damage as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
DamagedCaseDefect,HAS_PLAUSIBLE_CAUSE,HandlingDamage,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'DamagedCase' is mapped to Handling damage as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
DamagedCaseDefect,HAS_PLAUSIBLE_CAUSE,TransistorLeadAssembly,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Transistor object, source label 'DamagedCase' is mapped to Transistor lead assembly as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
DamagedCaseDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'DamagedCase' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
DefectiveDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Defective' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
DefectiveDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Defective' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
DefectiveDefect,HAS_PLAUSIBLE_CAUSE,VisualInspectionReviewNeeded,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Defective' is mapped to Visual inspection review needed as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
DefectiveDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Defective' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
FabricBorderDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'FabricBorder' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
FabricBorderDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'FabricBorder' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
FabricBorderDefect,HAS_PLAUSIBLE_CAUSE,VisualInspectionReviewNeeded,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'FabricBorder' is mapped to Visual inspection review needed as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
FabricBorderDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'FabricBorder' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
FabricInteriorDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'FabricInterior' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
FabricInteriorDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'FabricInterior' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
FabricInteriorDefect,HAS_PLAUSIBLE_CAUSE,VisualInspectionReviewNeeded,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'FabricInterior' is mapped to Visual inspection review needed as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
FabricInteriorDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'FabricInterior' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
FaultyImprintDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'FaultyImprint' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
FaultyImprintDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'FaultyImprint' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
FaultyImprintDefect,HAS_PLAUSIBLE_CAUSE,TextureIrregularity,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'FaultyImprint' is mapped to Texture irregularity as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
FaultyImprintDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'FaultyImprint' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
FoldDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Fold' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
FoldDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Fold' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
FoldDefect,HAS_PLAUSIBLE_CAUSE,VisualInspectionReviewNeeded,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Fold' is mapped to Visual inspection review needed as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
FoldDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Fold' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
GlueDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Glue' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
GlueDefect,HAS_PLAUSIBLE_CAUSE,AdhesiveOrResidue,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Glue' is mapped to Adhesive or residue as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
GlueDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Glue' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
GlueStripDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'GlueStrip' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
GlueStripDefect,HAS_PLAUSIBLE_CAUSE,AdhesiveOrResidue,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'GlueStrip' is mapped to Adhesive or residue as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
GlueStripDefect,HAS_PLAUSIBLE_CAUSE,TextureSurfaceContamination,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Tile object, source label 'GlueStrip' is mapped to Texture surface contamination as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
GlueStripDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'GlueStrip' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
GrayStrokeDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'GrayStroke' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
GrayStrokeDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'GrayStroke' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
GrayStrokeDefect,HAS_PLAUSIBLE_CAUSE,VisualInspectionReviewNeeded,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'GrayStroke' is mapped to Visual inspection review needed as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
GrayStrokeDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'GrayStroke' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
GridObject,HAS_ANOMALY,BentDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; GridObject is observed with BentDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
GridObject,HAS_ANOMALY,BrokenDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; GridObject is observed with BrokenDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
GridObject,HAS_ANOMALY,GlueDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; GridObject is observed with GlueDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
GridObject,HAS_ANOMALY,MetalContaminationDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; GridObject is observed with MetalContaminationDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
GridObject,HAS_ANOMALY,ThreadDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; GridObject is observed with ThreadDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
GridObject,SUGGESTS_PLAUSIBLE_MECHANISM,TextureSurfaceContamination,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Grid object, source label 'glue, metal contamination, thread' is mapped to Texture surface contamination as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
HazelnutObject,HAS_ANOMALY,CrackDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; HazelnutObject is observed with CrackDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
HazelnutObject,HAS_ANOMALY,CutDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; HazelnutObject is observed with CutDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
HazelnutObject,HAS_ANOMALY,HoleDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; HazelnutObject is observed with HoleDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
HazelnutObject,HAS_ANOMALY,PrintDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; HazelnutObject is observed with PrintDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
HoleDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Hole' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
HoleDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Hole' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
HoleDefect,HAS_PLAUSIBLE_CAUSE,MaterialDefect,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Hole' is mapped to Material defect as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
HoleDefect,HAS_PLAUSIBLE_CAUSE,MechanicalContact,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Hole' is mapped to Mechanical contact as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
HoleDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Hole' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
LeatherObject,HAS_ANOMALY,ColorDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; LeatherObject is observed with ColorDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
LeatherObject,HAS_ANOMALY,CutDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; LeatherObject is observed with CutDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
LeatherObject,HAS_ANOMALY,FoldDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; LeatherObject is observed with FoldDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
LeatherObject,HAS_ANOMALY,GlueDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; LeatherObject is observed with GlueDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
LeatherObject,HAS_ANOMALY,PokeDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; LeatherObject is observed with PokeDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
LeatherObject,SUGGESTS_PLAUSIBLE_MECHANISM,TextureSurfaceContamination,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Leather object, source label 'color, glue' is mapped to Texture surface contamination as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
LiquidDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Liquid' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
LiquidDefect,HAS_PLAUSIBLE_CAUSE,ContaminationCause,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Liquid' is mapped to Contamination cause as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
LiquidDefect,HAS_PLAUSIBLE_CAUSE,TextureSurfaceContamination,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Wood object, source label 'Liquid' is mapped to Texture surface contamination as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
LiquidDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Liquid' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ManipulatedFrontDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ManipulatedFront' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
ManipulatedFrontDefect,HAS_PLAUSIBLE_CAUSE,AssemblyError,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ManipulatedFront' is mapped to Assembly error as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ManipulatedFrontDefect,HAS_PLAUSIBLE_CAUSE,ProcessMisalignment,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ManipulatedFront' is mapped to Process misalignment as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ManipulatedFrontDefect,HAS_PLAUSIBLE_CAUSE,ScrewThreadOrHeadDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Screw object, source label 'ManipulatedFront' is mapped to Screw thread or head damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
ManipulatedFrontDefect,OCCURS_ON,EdgeLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ManipulatedFront' cases are represented at 'edge' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
MetalContaminationDefect,HAS_MORPHOLOGY,ScatteredMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'MetalContamination' cases are represented with 'scattered' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
MetalContaminationDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'MetalContamination' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
MetalContaminationDefect,HAS_PLAUSIBLE_CAUSE,ContaminationCause,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'MetalContamination' is mapped to Contamination cause as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
MetalContaminationDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'MetalContamination' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
MetalNutObject,HAS_ANOMALY,BentDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; MetalNutObject is observed with BentDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
MetalNutObject,HAS_ANOMALY,ColorDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; MetalNutObject is observed with ColorDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
MetalNutObject,SUGGESTS_PLAUSIBLE_MECHANISM,MetalNutSurfaceHandling,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Metalnut object, source label 'bent, color, scratch' is mapped to Metal nut surface handling as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
MisplacedDefect,HAS_MORPHOLOGY,ScatteredMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Misplaced' cases are represented with 'scattered' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
MisplacedDefect,HAS_PLAUSIBLE_CAUSE,AssemblyError,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Misplaced' is mapped to Assembly error as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
MisplacedDefect,HAS_PLAUSIBLE_CAUSE,ProcessMisalignment,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Misplaced' is mapped to Process misalignment as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
MisplacedDefect,HAS_PLAUSIBLE_CAUSE,TransistorLeadAssembly,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Transistor object, source label 'Misplaced' is mapped to Transistor lead assembly as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
MisplacedDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Misplaced' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
MissingCableDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'MissingCable' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
MissingCableDefect,HAS_PLAUSIBLE_CAUSE,AssemblyError,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'MissingCable' is mapped to Assembly error as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
MissingCableDefect,HAS_PLAUSIBLE_CAUSE,CableAssemblyOmission,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Cable object, source label 'MissingCable' is mapped to Cable assembly omission as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
MissingCableDefect,HAS_PLAUSIBLE_CAUSE,MissingComponent,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'MissingCable' is mapped to Missing component as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
MissingCableDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'MissingCable' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
MissingWireDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'MissingWire' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
MissingWireDefect,HAS_PLAUSIBLE_CAUSE,CableAssemblyOmission,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Cable object, source label 'MissingWire' is mapped to Cable assembly omission as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
MissingWireDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'MissingWire' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
OilDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Oil' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
OilDefect,HAS_PLAUSIBLE_CAUSE,ContaminationCause,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Oil' is mapped to Contamination cause as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
OilDefect,HAS_PLAUSIBLE_CAUSE,TextureSurfaceContamination,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Tile object, source label 'Oil' is mapped to Texture surface contamination as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
OilDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Oil' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
PillObject,HAS_ANOMALY,ColorDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; PillObject is observed with ColorDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
PillObject,HAS_ANOMALY,CombinedDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; PillObject is observed with CombinedDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
