head,relation,tail,scenario,source,evidence,confidence,weight,review_status,feedback_count,accepted_count,rejected_count
TepProcessObject,HAS_ANOMALY,Fault02Stream4BComposition,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(2) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault03Stream2Temperature,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(3) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault04ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(4) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault05SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(5) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault06Stream1AFeedLoss,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(6) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault07Stream4CHeaderPressure,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(7) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(8) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault09Stream2Temperature,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(9) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault10Stream4FeedTemperature,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(10) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault11ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(11) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault12SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(12) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault13ReactorKinetics,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(13) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault14ReactorCoolantValveStiction,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(14) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault15SeparatorCoolantValveStiction,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(15) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault16StripperHeatTransfer,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(16) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault17ReactorHeatTransfer,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(17) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault18CondenserHeatTransfer,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(18) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_ANOMALY,Fault19MultiValveStiction,tep,tep_kg_fault_labels_v3,TEP_KG fault_root_cause_labels_v3 lists IDV(19) as a canonical scorable TEP disturbance; KGTraceVis keeps it as a reviewable fault candidate.,0.88,0.12,auto,0,0,0
TepProcessObject,HAS_MORPHOLOGY,TepMultivariateResidualShift,tep,kgtracevis_tep_producer_contract,KGTraceVis TEP producer emits morphology=multivariate_residual_shift for residual-contribution windows.,0.80,0.20,auto,0,0,0
XMEAS1,INDICATES,Fault06Stream1AFeedLoss,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_1 is treated as candidate evidence for IDV(6) through TEP_KG fault labels; compatibility edge for the legacy XMEAS1 node.,0.62,0.38,auto,0,0,0
Xmeas11Variable,INDICATES,Fault05SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_11 is treated as candidate evidence for IDV(5) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas11Variable,INDICATES,Fault12SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_11 is treated as candidate evidence for IDV(12) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas11Variable,INDICATES,Fault15SeparatorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_11 is treated as candidate evidence for IDV(15) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas11Variable,INDICATES,Fault18CondenserHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_11 is treated as candidate evidence for IDV(18) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas12Variable,INDICATES,Fault05SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_12 is treated as candidate evidence for IDV(5) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas12Variable,INDICATES,Fault12SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_12 is treated as candidate evidence for IDV(12) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas12Variable,INDICATES,Fault15SeparatorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_12 is treated as candidate evidence for IDV(15) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas12Variable,INDICATES,Fault18CondenserHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_12 is treated as candidate evidence for IDV(18) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas13Variable,INDICATES,Fault05SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_13 is treated as candidate evidence for IDV(5) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas13Variable,INDICATES,Fault12SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_13 is treated as candidate evidence for IDV(12) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas13Variable,INDICATES,Fault15SeparatorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_13 is treated as candidate evidence for IDV(15) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas13Variable,INDICATES,Fault18CondenserHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_13 is treated as candidate evidence for IDV(18) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas14Variable,INDICATES,Fault19MultiValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_14 is treated as candidate evidence for IDV(19) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas15Variable,INDICATES,Fault16StripperHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_15 is treated as candidate evidence for IDV(16) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas15Variable,INDICATES,Fault19MultiValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_15 is treated as candidate evidence for IDV(19) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas16Variable,INDICATES,Fault16StripperHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_16 is treated as candidate evidence for IDV(16) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas17Variable,INDICATES,Fault16StripperHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_17 is treated as candidate evidence for IDV(16) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas17Variable,INDICATES,Fault19MultiValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_17 is treated as candidate evidence for IDV(19) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas18Variable,INDICATES,Fault16StripperHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_18 is treated as candidate evidence for IDV(16) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas19Variable,INDICATES,Fault16StripperHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_19 is treated as candidate evidence for IDV(16) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas19Variable,INDICATES,Fault19MultiValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_19 is treated as candidate evidence for IDV(19) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas1Variable,INDICATES,Fault06Stream1AFeedLoss,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_1 is treated as candidate evidence for IDV(6) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas21Variable,INDICATES,Fault04ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_21 is treated as candidate evidence for IDV(4) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas21Variable,INDICATES,Fault11ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_21 is treated as candidate evidence for IDV(11) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas21Variable,INDICATES,Fault13ReactorKinetics,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_21 is treated as candidate evidence for IDV(13) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas21Variable,INDICATES,Fault14ReactorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_21 is treated as candidate evidence for IDV(14) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas21Variable,INDICATES,Fault17ReactorHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_21 is treated as candidate evidence for IDV(17) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas22Variable,INDICATES,Fault05SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_22 is treated as candidate evidence for IDV(5) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas22Variable,INDICATES,Fault12SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_22 is treated as candidate evidence for IDV(12) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas22Variable,INDICATES,Fault15SeparatorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_22 is treated as candidate evidence for IDV(15) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas22Variable,INDICATES,Fault18CondenserHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_22 is treated as candidate evidence for IDV(18) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas23Variable,INDICATES,Fault01Stream4ACRatio,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_23 is treated as candidate evidence for IDV(1) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas23Variable,INDICATES,Fault06Stream1AFeedLoss,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_23 is treated as candidate evidence for IDV(6) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas23Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_23 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas24Variable,INDICATES,Fault02Stream4BComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_24 is treated as candidate evidence for IDV(2) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas24Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_24 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas25Variable,INDICATES,Fault01Stream4ACRatio,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_25 is treated as candidate evidence for IDV(1) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas25Variable,INDICATES,Fault07Stream4CHeaderPressure,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_25 is treated as candidate evidence for IDV(7) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas25Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_25 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas25Variable,INDICATES,Fault10Stream4FeedTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_25 is treated as candidate evidence for IDV(10) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas26Variable,INDICATES,Fault03Stream2Temperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_26 is treated as candidate evidence for IDV(3) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas26Variable,INDICATES,Fault09Stream2Temperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_26 is treated as candidate evidence for IDV(9) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas29Variable,INDICATES,Fault01Stream4ACRatio,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_29 is treated as candidate evidence for IDV(1) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas29Variable,INDICATES,Fault06Stream1AFeedLoss,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_29 is treated as candidate evidence for IDV(6) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas29Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_29 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas2Variable,INDICATES,Fault03Stream2Temperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_2 is treated as candidate evidence for IDV(3) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas2Variable,INDICATES,Fault09Stream2Temperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_2 is treated as candidate evidence for IDV(9) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas30Variable,INDICATES,Fault02Stream4BComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_30 is treated as candidate evidence for IDV(2) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas30Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_30 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas31Variable,INDICATES,Fault01Stream4ACRatio,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_31 is treated as candidate evidence for IDV(1) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas31Variable,INDICATES,Fault07Stream4CHeaderPressure,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_31 is treated as candidate evidence for IDV(7) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas31Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_31 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas31Variable,INDICATES,Fault10Stream4FeedTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_31 is treated as candidate evidence for IDV(10) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas4Variable,INDICATES,Fault01Stream4ACRatio,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_4 is treated as candidate evidence for IDV(1) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas4Variable,INDICATES,Fault02Stream4BComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_4 is treated as candidate evidence for IDV(2) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas4Variable,INDICATES,Fault07Stream4CHeaderPressure,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_4 is treated as candidate evidence for IDV(7) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas4Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_4 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas4Variable,INDICATES,Fault10Stream4FeedTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_4 is treated as candidate evidence for IDV(10) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas5Variable,INDICATES,Fault19MultiValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_5 is treated as candidate evidence for IDV(19) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas6Variable,INDICATES,Fault13ReactorKinetics,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_6 is treated as candidate evidence for IDV(13) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas7Variable,INDICATES,Fault04ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_7 is treated as candidate evidence for IDV(4) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas7Variable,INDICATES,Fault11ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_7 is treated as candidate evidence for IDV(11) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas7Variable,INDICATES,Fault13ReactorKinetics,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_7 is treated as candidate evidence for IDV(13) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas7Variable,INDICATES,Fault14ReactorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_7 is treated as candidate evidence for IDV(14) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas7Variable,INDICATES,Fault17ReactorHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_7 is treated as candidate evidence for IDV(17) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas8Variable,INDICATES,Fault04ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_8 is treated as candidate evidence for IDV(4) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas8Variable,INDICATES,Fault11ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_8 is treated as candidate evidence for IDV(11) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas8Variable,INDICATES,Fault13ReactorKinetics,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_8 is treated as candidate evidence for IDV(13) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas8Variable,INDICATES,Fault14ReactorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_8 is treated as candidate evidence for IDV(14) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas8Variable,INDICATES,Fault17ReactorHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_8 is treated as candidate evidence for IDV(17) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas9Variable,INDICATES,Fault04ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_9 is treated as candidate evidence for IDV(4) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas9Variable,INDICATES,Fault11ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_9 is treated as candidate evidence for IDV(11) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas9Variable,INDICATES,Fault13ReactorKinetics,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_9 is treated as candidate evidence for IDV(13) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas9Variable,INDICATES,Fault14ReactorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_9 is treated as candidate evidence for IDV(14) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmeas9Variable,INDICATES,Fault17ReactorHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMEAS_9 is treated as candidate evidence for IDV(17) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv10Variable,INDICATES,Fault04ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_10 is treated as candidate evidence for IDV(4) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv10Variable,INDICATES,Fault11ReactorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_10 is treated as candidate evidence for IDV(11) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv10Variable,INDICATES,Fault14ReactorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_10 is treated as candidate evidence for IDV(14) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv10Variable,INDICATES,Fault17ReactorHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_10 is treated as candidate evidence for IDV(17) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv11Variable,INDICATES,Fault05SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_11 is treated as candidate evidence for IDV(5) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv11Variable,INDICATES,Fault12SeparatorCoolingInletTemperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_11 is treated as candidate evidence for IDV(12) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv11Variable,INDICATES,Fault15SeparatorCoolantValveStiction,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_11 is treated as candidate evidence for IDV(15) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv11Variable,INDICATES,Fault18CondenserHeatTransfer,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_11 is treated as candidate evidence for IDV(18) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv1Variable,INDICATES,Fault03Stream2Temperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_1 is treated as candidate evidence for IDV(3) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv1Variable,INDICATES,Fault09Stream2Temperature,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_1 is treated as candidate evidence for IDV(9) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv3Variable,INDICATES,Fault06Stream1AFeedLoss,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_3 is treated as candidate evidence for IDV(6) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv4Variable,INDICATES,Fault01Stream4ACRatio,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_4 is treated as candidate evidence for IDV(1) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv4Variable,INDICATES,Fault02Stream4BComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_4 is treated as candidate evidence for IDV(2) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv4Variable,INDICATES,Fault07Stream4CHeaderPressure,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_4 is treated as candidate evidence for IDV(7) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
Xmv4Variable,INDICATES,Fault08Stream4ABCComposition,tep,tep_kg_fault_labels_v3,An elevated residual contribution for XMV_4 is treated as candidate evidence for IDV(8) through TEP_KG fault labels and semantic variable alignment.,0.62,0.38,auto,0,0,0
